Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,cm Area Validaiton,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
199,NSW129634,8,fullLeaf,87,2129,2.37,92,3.07,33,1.1,112,,,,,,,,,,,,1,0,0,0,0
221,NSW129660,8,fullLeaf,83,2131,2.37,90,3,42,1.4,7,,,,,,,,,,,,1,0,0,0,0
237,NSW129686,7,fullLeaf,89,2135,2.37,92,3.07,36,1.2,85,,,,,,,,,,,,1,0,0,0,0
295,NSW255567,16,fullLeaf,81,2137,2.37,96,3.2,40,1.33,148,,,,,,,,,,,,1,0,0,0,0
313,NSW269046,12,fullLeaf,76,2129,2.37,102,3.4,37,1.23,148,,,,,,,,,,,,1,0,0,0,0
316,NSW269278,7,fullLeaf,79,2135,2.37,68,2.27,44,1.47,107,,,,,,,,,,,,1,0,0,0,0
702,NSW528973,15,fullLeaf,72,2132,2.37,92,3.07,40,1.33,35,,,,,,,,,,,,1,0,0,0,0
747,NSW529025,8,fullLeaf,82,2137,2.37,70,2.33,40,1.33,41,,,,,,,,,,,,1,0,0,0,0
882,NSW530368,17,fullLeaf,71,2137,2.37,94,3.13,41,1.37,117,,,,,,,,,,,,1,0,0,0,0
905,NSW533043,17,fullLeaf,70,2130,2.37,84,2.8,37,1.23,96,,,,,,,,,,,,1,0,0,0,0
1156,NSW846346,9,fullLeaf,76,2134,2.37,68,2.27,45,1.5,46,,,,,,,,,,,,1,0,0,0,0
102,NSW129522,6,fullLeaf,71,2120,2.36,78,2.6,37,1.23,105,,,,,,,,,,,,1,0,0,0,0
107,NSW129528,1,fullLeaf,71,2123,2.36,90,3,37,1.23,55,,,,,,,,,,,,1,0,0,0,0
196,NSW129631,2,fullLeaf,87,2125,2.36,90,3,37,1.23,20,,,,,,,,,,,,1,0,0,0,0
198,NSW129633,1,fullLeaf,96,2128,2.36,96,3.2,35,1.17,26,,,,,,,,,,,,1,0,0,0,0
657,NSW528913,14,fullLeaf,74,2120,2.36,104,3.47,31,1.03,1,,,,,,,,,,,,1,0,0,0,0
725,NSW529001,5,fullLeaf,82,2126,2.36,104,3.47,31,1.03,18,,,,,,,,,,,,1,0,0,0,0
799,NSW529192,9,fullLeaf,74,2127,2.36,102,3.4,40,1.33,114,,,,,,,,,,,,1,0,0,0,0
801,NSW529194,4,fullLeaf,89,2121,2.36,94,3.13,40,1.33,49,,,,,,,,,,,,1,0,0,0,0
809,NSW529202,12,fullLeaf,83,2124,2.36,74,2.47,42,1.4,40,,,,,,,,,,,,1,0,0,0,0
905,NSW533043,9,fullLeaf,80,2125,2.36,76,2.53,40,1.33,30,,,,,,,,,,,,1,0,0,0,0
58,NSW129383,15,fullLeaf,80,2115,2.35,68,2.27,42,1.4,39,,,,,,,,,,,,1,0,0,0,0
165,NSW129597,7,fullLeaf,82,2116,2.35,102,3.4,38,1.27,118,,,,,,,,,,,,1,0,0,0,0
195,NSW129630,3,fullLeaf,94,2111,2.35,98,3.27,36,1.2,4,,,,,,,,,,,,1,0,0,0,0
195,NSW129630,4,fullLeaf,89,2118,2.35,94,3.13,35,1.17,1,,,,,,,,,,,,1,0,0,0,0
212,NSW129650,3,fullLeaf,84,2114,2.35,72,2.4,41,1.37,11,,,,,,,,,,,,1,0,0,0,0
308,NSW267116,3,fullLeaf,84,2113,2.35,82,2.73,38,1.27,123,,,,,,,,,,,,1,0,0,0,0
834,NSW529597,10,fullLeaf,87,2113,2.35,100,3.33,30,1,1,,,,,,,,,,,,1,0,0,0,0
958,NSW674488,7,fullLeaf,82,2118,2.35,70,2.33,43,1.43,1,,,,,,,,,,,,1,0,0,1,0
984,NSW763004,13,fullLeaf,82,2117,2.35,74,2.47,43,1.43,6,,,,,,,,,,,,1,0,0,0,0
1086,NSW834934,6,fullLeaf,78,2111,2.35,82,2.73,38,1.27,120,,,,,,,,,,,,1,0,0,0,0
105,NSW129526,2,fullLeaf,86,2108,2.34,68,2.27,45,1.5,103,,,,,,,,,,,,1,0,0,0,0
198,NSW129633,15,fullLeaf,81,2107,2.34,104,3.47,38,1.27,152,,,,,,,,,,,,1,0,0,0,0
198,NSW129633,16,fullLeaf,80,2107,2.34,98,3.27,32,1.07,0,,,,,,,,,,,,1,0,0,0,0
202,NSW129637,7,fullLeaf,79,2110,2.34,96,3.2,38,1.27,6,,,,,,,,,,,,1,0,0,0,0
237,NSW129686,27,fullLeaf,75,2107,2.34,66,2.2,44,1.47,10,,,,,,,,,,,,1,0,0,0,0
579,NSW528798,3,fullLeaf,80,2103,2.34,92,3.07,38,1.27,1,,,,,,,,,,,,1,0,0,0,0
595,NSW528834,2,fullLeaf,94,2109,2.34,94,3.13,32,1.07,15,,,,,,,,,,,,1,0,0,0,0
629,NSW528876,10,fullLeaf,70,2110,2.34,74,2.47,44,1.47,145,,,,,,,,,,,,1,0,0,0,0
674,NSW528940,13,fullLeaf,76,2110,2.34,110,3.67,31,1.03,41,,,,,,,,,,,,1,0,0,0,0
870,NSW529875,2,fullLeaf,90,2109,2.34,84,2.8,38,1.27,1,,,,,,,,,,,,1,0,0,0,0
189,NSW129624,2,fullLeaf,93,2097,2.33,90,3,37,1.23,5,,,,,,,,,,,,1,0,0,0,0
191,NSW129626,33,fullLeaf,72,2098,2.33,90,3,34,1.13,106,,,,,,,,,,,,1,0,0,0,0
192,NSW129627,16,fullLeaf,85,2096,2.33,104,3.47,32,1.07,107,,,,,,,,,,,,1,0,0,0,0
205,NSW129640,17,fullLeaf,78,2101,2.33,76,2.53,42,1.4,27,,,,,,,,,,,,1,0,0,0,0
321,NSW269320,8,fullLeaf,86,2096,2.33,74,2.47,39,1.3,96,,,,,,,,,,,,1,0,0,0,0
799,NSW529192,4,fullLeaf,92,2098,2.33,120,4,31,1.03,1,,,,,,,,,,,,1,0,0,0,0
819,NSW529237,15,fullLeaf,75,2094,2.33,100,3.33,33,1.1,142,,,,,,,,,,,,1,0,0,0,0
845,NSW529615,3,fullLeaf,70,2101,2.33,104,3.47,36,1.2,155,,,,,,,,,,,,1,0,0,0,0
869,NSW529874,9,fullLeaf,77,2098,2.33,70,2.33,44,1.47,18,,,,,,,,,,,,1,0,0,0,0
1034,NSW805316,4,fullLeaf,80,2099,2.33,72,2.4,41,1.37,91,,,,,,,,,,,,1,0,0,0,0
180,NSW129614,6,fullLeaf,92,2084,2.32,96,3.2,36,1.2,0,,,,,,,,,,,,1,0,0,0,0
212,NSW129650,9,fullLeaf,72,2085,2.32,74,2.47,41,1.37,1,,,,,,,,,,,,1,0,0,0,0
256,NSW136994,9,fullLeaf,71,2091,2.32,68,2.27,45,1.5,41,,,,,,,,,,,,1,0,0,0,0
327,NSW269348,12,fullLeaf,76,2085,2.32,68,2.27,46,1.53,120,,,,,,,,,,,,1,0,0,0,0
344,NSW3577,5,fullLeaf,81,2084,2.32,78,2.6,45,1.5,80,,,,,,,,,,,,1,0,0,0,0
417,NSW452051,8,fullLeaf,82,2085,2.32,88,2.93,46,1.53,122,,,,,,,,,,,,1,0,0,0,0
1117,NSW835739,9,fullLeaf,79,2088,2.32,70,2.33,46,1.53,7,,,,,,,,,,,,1,0,0,0,0
1139,NSW837428,9,fullLeaf,81,2086,2.32,70,2.33,43,1.43,46,,,,,,,,,,,,1,0,0,0,0
205,NSW129640,8,fullLeaf,90,2079,2.31,64,2.13,43,1.43,10,,,,,,,,,,,,1,0,0,0,0
282,NSW22362,10,fullLeaf,74,2081,2.31,82,2.73,38,1.27,119,,,,,,,,,,,,1,0,0,0,0
596,NSW528835,7,fullLeaf,78,2076,2.31,94,3.13,41,1.37,27,,,,,,,,,,,,1,0,0,0,0
724,NSW529000,24,fullLeaf,81,2082,2.31,102,3.4,34,1.13,4,,,,,,,,,,,,1,0,0,0,0
730,NSW529007,9,fullLeaf,78,2081,2.31,82,2.73,36,1.2,1,,,,,,,,,,,,1,0,0,0,0
769,NSW529116,6,fullLeaf,81,2077,2.31,80,2.67,40,1.33,45,,,,,,,,,,,,1,0,0,0,0
796,NSW529189,10,fullLeaf,81,2075,2.31,88,2.93,38,1.27,139,,,,,,,,,,,,1,0,0,0,0
898,NSW532988,6,fullLeaf,83,2080,2.31,100,3.33,33,1.1,115,,,,,,,,,,,,1,0,0,0,0
900,NSW533037,16,fullLeaf,78,2079,2.31,102,3.4,33,1.1,85,,,,,,,,,,,,1,0,0,0,0
984,NSW763004,17,fullLeaf,81,2075,2.31,64,2.13,43,1.43,1,,,,,,,,,,,,1,0,0,0,0
1180,NSW920985,7,fullLeaf,75,2081,2.31,122,4.07,28,0.93,59,,,,,,,,,,,,1,0,0,0,0
139,NSW129570,2,fullLeaf,86,2070,2.3,84,2.8,31,1.03,1,,,,,,,,,,,,1,0,0,0,0
186,NSW129621,6,fullLeaf,75,2066,2.3,78,2.6,39,1.3,4,,,,,,,,,,,,1,0,0,0,0
418,NSW453313,15,fullLeaf,77,2070,2.3,82,2.73,38,1.27,123,,,,,,,,,,,,1,0,0,0,0
421,NSW460629,13,fullLeaf,71,2069,2.3,106,3.53,34,1.13,50,,,,,,,,,,,,1,0,0,0,0
548,NSW528764,6,fullLeaf,79,2073,2.3,70,2.33,43,1.43,103,,,,,,,,,,,,1,0,0,0,0
724,NSW529000,28,fullLeaf,77,2072,2.3,80,2.67,39,1.3,148,,,,,,,,,,,,1,0,0,0,0
855,NSW529770,7,fullLeaf,90,2068,2.3,96,3.2,34,1.13,129,,,,,,,,,,,,1,0,0,0,0
905,NSW533043,4,fullLeaf,88,2069,2.3,74,2.47,42,1.4,23,,,,,,,,,,,,1,0,0,0,0
968,NSW684650,6,fullLeaf,86,2069,2.3,78,2.6,40,1.33,114,,,,,,,,,,,,1,0,0,0,0
223,NSW129662,10,fullLeaf,85,2062,2.29,90,3,35,1.17,34,,,,,,,,,,,,1,0,0,0,0
728,NSW529004,22,fullLeaf,83,2059,2.29,88,2.93,40,1.33,119,,,,,,,,,,,,1,0,0,0,0
900,NSW533037,1,fullLeaf,96,2061,2.29,84,2.8,37,1.23,11,,,,,,,,,,,,1,0,0,0,0
1149,NSW843767,4,fullLeaf,86,2058,2.29,74,2.47,43,1.43,121,,,,,,,,,,,,1,0,0,0,0
13,NSW129324,13,fullLeaf,74,2049,2.28,86,2.87,43,1.43,20,,,,,,,,,,,,1,0,0,0,0
180,NSW129614,21,fullLeaf,70,2052,2.28,106,3.53,35,1.17,1,,,,,,,,,,,,1,0,0,0,0
189,NSW129624,7,fullLeaf,86,2048,2.28,92,3.07,37,1.23,0,,,,,,,,,,,,1,0,0,0,0
198,NSW129633,11,fullLeaf,82,2050,2.28,106,3.53,33,1.1,5,,,,,,,,,,,,1,0,0,0,0
221,NSW129660,4,fullLeaf,91,2050,2.28,92,3.07,36,1.2,148,,,,,,,,,,,,1,0,0,0,0
411,NSW441151,5,fullLeaf,87,2049,2.28,128,4.27,28,0.93,11,,,,,,,,,,,,1,0,0,0,0
769,NSW529116,5,fullLeaf,83,2051,2.28,84,2.8,33,1.1,1,,,,,,,,,,,,1,0,0,0,0
809,NSW529202,8,fullLeaf,85,2050,2.28,76,2.53,45,1.5,123,,,,,,,,,,,,1,0,0,0,0
857,NSW529846,7,fullLeaf,78,2051,2.28,80,2.67,38,1.27,4,,,,,,,,,,,,1,0,0,0,0
912,NSW533050,8,fullLeaf,92,2055,2.28,78,2.6,41,1.37,126,,,,,,,,,,,,1,0,0,0,0
180,NSW129614,8,fullLeaf,89,2045,2.27,98,3.27,41,1.37,44,,,,,,,,,,,,1,0,0,0,0
184,NSW129619,3,fullLeaf,94,2044,2.27,112,3.73,33,1.1,125,,,,,,,,,,,,1,0,0,0,0
191,NSW129626,2,fullLeaf,98,2042,2.27,94,3.13,33,1.1,144,,,,,,,,,,,,1,0,0,0,0
197,NSW129632,13,fullLeaf,72,2041,2.27,102,3.4,33,1.1,152,,,,,,,,,,,,1,0,0,0,0
214,NSW129652,1,fullLeaf,93,2042,2.27,110,3.67,32,1.07,0,,,,,,,,,,,,1,0,0,0,0
232,NSW129676,4,fullLeaf,84,2047,2.27,70,2.33,41,1.37,19,,,,,,,,,,,,1,0,0,0,0
308,NSW267116,8,fullLeaf,79,2046,2.27,94,3.13,38,1.27,22,,,,,,,,,,,,1,0,0,0,0
317,NSW269308,9,fullLeaf,78,2040,2.27,82,2.73,35,1.17,0,,,,,,,,,,,,1,0,0,0,0
320,NSW269319,14,fullLeaf,79,2042,2.27,70,2.33,41,1.37,13,,,,,,,,,,,,1,0,0,0,0
416,NSW444310,13,fullLeaf,72,2047,2.27,66,2.2,45,1.5,18,,,,,,,,,,,,1,0,0,0,0
517,NSW528384,2,fullLeaf,90,2047,2.27,84,2.8,38,1.27,46,,,,,,,,,,,,1,0,0,0,0
519,NSW528386,8,fullLeaf,70,2044,2.27,110,3.67,38,1.27,0,,,,,,,,,,,,1,0,0,0,0
535,NSW528751,9,fullLeaf,80,2044,2.27,88,2.93,39,1.3,145,,,,,,,,,,,,1,0,0,0,0
773,NSW529120,2,fullLeaf,95,2041,2.27,106,3.53,29,0.97,1,,,,,,,,,,,,1,0,0,0,0
898,NSW532988,10,fullLeaf,72,2043,2.27,94,3.13,39,1.3,1,,,,,,,,,,,,1,0,0,0,0
900,NSW533037,9,fullLeaf,85,2039,2.27,78,2.6,41,1.37,0,,,,,,,,,,,,1,0,0,0,0
905,NSW533043,19,fullLeaf,70,2042,2.27,84,2.8,33,1.1,14,,,,,,,,,,,,1,0,0,0,0
189,NSW129624,15,fullLeaf,76,2036,2.26,98,3.27,30,1,0,,,,,,,,,,,,1,0,0,0,0
193,NSW129628,1,fullLeaf,93,2033,2.26,84,2.8,37,1.23,6,,,,,,,,,,,,1,0,0,0,0
199,NSW129634,20,fullLeaf,74,2032,2.26,80,2.67,38,1.27,62,,,,,,,,,,,,1,0,0,0,0
217,NSW129655,11,fullLeaf,75,2031,2.26,90,3,37,1.23,31,,,,,,,,,,,,1,0,0,0,0
236,NSW129685,18,fullLeaf,77,2036,2.26,96,3.2,44,1.47,11,,,,,,,,,,,,1,0,0,0,0
285,NSW237729,3,fullLeaf,86,2034,2.26,72,2.4,41,1.37,29,,,,,,,,,,,,1,0,0,0,0
537,NSW528753,8,fullLeaf,88,2036,2.26,96,3.2,32,1.07,30,,,,,,,,,,,,1,0,0,0,0
593,NSW528832,11,fullLeaf,82,2031,2.26,82,2.73,40,1.33,57,,,,,,,,,,,,1,0,0,0,0
724,NSW529000,18,fullLeaf,84,2036,2.26,74,2.47,35,1.17,150,,,,,,,,,,,,1,0,0,0,0
728,NSW529004,21,fullLeaf,84,2038,2.26,80,2.67,41,1.37,115,,,,,,,,,,,,1,0,0,0,0
757,NSW529090,13,fullLeaf,76,2032,2.26,100,3.33,30,1,1,,,,,,,,,,,,1,0,0,0,0
1120,NSW835742,14,fullLeaf,71,2030,2.26,92,3.07,31,1.03,44,,,,,,,,,,,,1,0,0,0,0
158,NSW129589,1,fullLeaf,95,2026,2.25,84,2.8,37,1.23,22,,,,,,,,,,,,1,0,0,0,0
236,NSW129685,25,fullLeaf,74,2026,2.25,78,2.6,39,1.3,94,,,,,,,,,,,,1,0,0,0,0
313,NSW269046,5,fullLeaf,88,2029,2.25,98,3.27,32,1.07,34,,,,,,,,,,,,1,0,0,0,0
318,NSW269311,9,fullLeaf,83,2025,2.25,70,2.33,44,1.47,21,,,,,,,,,,,,1,0,0,0,0
418,NSW453313,13,fullLeaf,83,2021,2.25,70,2.33,41,1.37,32,,,,,,,,,,,,1,0,0,0,0
767,NSW529114,9,fullLeaf,84,2025,2.25,72,2.4,45,1.5,0,,,,,,,,,,,,1,0,0,0,0
796,NSW529189,13,fullLeaf,72,2023,2.25,100,3.33,36,1.2,0,,,,,,,,,,,,1,0,0,0,0
1018,NSW805295,4,fullLeaf,77,2024,2.25,80,2.67,46,1.53,47,,,,,,,,,,,,1,0,0,0,0
1124,NSW835756,1,fullLeaf,83,2025,2.25,100,3.33,31,1.03,135,,,,,,,,,,,,1,0,0,0,0
1220,NSW96570,6,fullLeaf,89,2029,2.25,90,3,36,1.2,129,,,,,,,,,,,,1,0,0,0,0
167,NSW129599,17,fullLeaf,81,2018,2.24,76,2.53,42,1.4,1,,,,,,,,,,,,1,0,0,0,0
188,NSW129623,5,fullLeaf,77,2014,2.24,68,2.27,43,1.43,0,,,,,,,,,,,,1,0,0,0,0
191,NSW129626,27,fullLeaf,77,2015,2.24,102,3.4,34,1.13,124,,,,,,,,,,,,1,0,0,0,0
207,NSW129642,17,fullLeaf,73,2014,2.24,84,2.8,38,1.27,23,,,,,,,,,,,,1,0,0,0,0
212,NSW129650,8,fullLeaf,74,2012,2.24,82,2.73,37,1.23,21,,,,,,,,,,,,1,0,0,0,0
615,NSW528859,8,fullLeaf,79,2019,2.24,80,2.67,45,1.5,12,,,,,,,,,,,,1,0,0,0,0
648,NSW528901,6,fullLeaf,73,2018,2.24,94,3.13,38,1.27,112,,,,,,,,,,,,1,0,0,0,0
765,NSW529098,8,fullLeaf,91,2018,2.24,88,2.93,38,1.27,13,,,,,,,,,,,,1,0,0,0,0
1034,NSW805316,8,fullLeaf,74,2013,2.24,80,2.67,44,1.47,114,,,,,,,,,,,,1,0,0,0,0
1082,NSW834927,9,fullLeaf,80,2012,2.24,72,2.4,41,1.37,26,,,,,,,,,,,,1,0,0,0,0
1117,NSW835739,10,fullLeaf,78,2020,2.24,68,2.27,40,1.33,69,,,,,,,,,,,,1,0,0,0,0
1117,NSW835739,12,fullLeaf,75,2013,2.24,98,3.27,39,1.3,46,,,,,,,,,,,,1,0,0,0,0
1121,NSW835744,7,fullLeaf,85,2014,2.24,102,3.4,38,1.27,155,,,,,,,,,,,,1,0,0,0,0
1156,NSW846346,3,fullLeaf,83,2013,2.24,78,2.6,38,1.27,0,,,,,,,,,,,,1,0,0,0,0
157,NSW129588,1,fullLeaf,91,2006,2.23,116,3.87,26,0.87,1,,,,,,,,,,,,1,0,0,0,0
193,NSW129628,18,fullLeaf,79,2010,2.23,90,3,32,1.07,1,,,,,,,,,,,,1,0,0,0,0
201,NSW129636,4,fullLeaf,88,2008,2.23,100,3.33,32,1.07,148,,,,,,,,,,,,1,0,0,0,0
221,NSW129660,3,fullLeaf,91,2004,2.23,82,2.73,39,1.3,129,,,,,,,,,,,,1,0,0,0,0
316,NSW269278,11,fullLeaf,74,2008,2.23,66,2.2,44,1.47,61,,,,,,,,,,,,1,0,0,0,0
539,NSW528755,13,fullLeaf,72,2010,2.23,84,2.8,39,1.3,150,,,,,,,,,,,,1,0,0,0,0
548,NSW528764,5,fullLeaf,79,2009,2.23,62,2.07,46,1.53,29,,,,,,,,,,,,1,0,0,0,0
591,NSW528830,15,fullLeaf,71,2005,2.23,84,2.8,38,1.27,114,,,,,,,,,,,,1,0,0,0,0
727,NSW529003,22,fullLeaf,72,2006,2.23,82,2.73,40,1.33,0,,,,,,,,,,,,1,0,0,0,0
809,NSW529202,18,fullLeaf,74,2006,2.23,112,3.73,35,1.17,3,,,,,,,,,,,,1,0,0,0,0
1137,NSW83680,3,fullLeaf,86,2009,2.23,94,3.13,42,1.4,37,,,,,,,,,,,,1,0,0,0,0
190,NSW129625,3,fullLeaf,90,2000,2.22,88,2.93,36,1.2,107,,,,,,,,,,,,1,0,0,0,0
287,NSW24335,4,fullLeaf,85,2002,2.22,70,2.33,41,1.37,23,,,,,,,,,,,,1,0,0,0,0
322,NSW269322,9,fullLeaf,84,1997,2.22,94,3.13,35,1.17,0,,,,,,,,,,,,1,0,0,0,0
502,NSW528134,7,fullLeaf,84,1999,2.22,88,2.93,36,1.2,68,,,,,,,,,,,,1,0,0,0,0
816,NSW529233,2,fullLeaf,83,2002,2.22,78,2.6,38,1.27,102,,,,,,,,,,,,1,0,0,0,0
961,NSW674712,13,fullLeaf,81,2000,2.22,112,3.73,28,0.93,7,,,,,,,,,,,,1,0,0,0,0
1054,NSW821010,5,fullLeaf,95,1999,2.22,84,2.8,38,1.27,11,,,,,,,,,,,,1,0,0,0,0
118,NSW129541,6,fullLeaf,84,1990,2.21,66,2.2,42,1.4,90,,,,,,,,,,,,1,0,0,0,0
180,NSW129614,13,fullLeaf,84,1989,2.21,76,2.53,40,1.33,17,,,,,,,,,,,,1,0,0,0,0
189,NSW129624,9,fullLeaf,83,1988,2.21,90,3,37,1.23,144,,,,,,,,,,,,1,0,0,0,0
200,NSW129635,14,fullLeaf,87,1990,2.21,78,2.6,36,1.2,1,,,,,,,,,,,,1,0,0,0,0
217,NSW129655,9,fullLeaf,82,1989,2.21,68,2.27,40,1.33,23,,,,,,,,,,,,1,0,0,0,0
306,NSW266507,12,fullLeaf,72,1992,2.21,96,3.2,33,1.1,1,,,,,,,,,,,,1,0,0,0,0
446,NSW496480,5,fullLeaf,79,1986,2.21,72,2.4,41,1.37,0,,,,,,,,,,,,1,0,0,0,0
548,NSW528764,7,fullLeaf,78,1985,2.21,58,1.93,46,1.53,98,,,,,,,,,,,,1,0,0,0,0
607,NSW528850,5,fullLeaf,77,1991,2.21,98,3.27,33,1.1,141,,,,,,,,,,,,1,0,0,0,0
724,NSW529000,22,fullLeaf,81,1990,2.21,82,2.73,36,1.2,37,,,,,,,,,,,,1,0,0,0,0
1012,NSW795618,3,fullLeaf,73,1993,2.21,72,2.4,42,1.4,120,,,,,,,,,,,,1,0,0,0,0
1054,NSW821010,24,fullLeaf,72,1990,2.21,72,2.4,40,1.33,87,,,,,,,,,,,,1,0,0,0,0
58,NSW129383,5,fullLeaf,88,1983,2.2,88,2.93,36,1.2,18,,,,,,,,,,,,1,0,0,0,0
184,NSW129619,5,fullLeaf,91,1981,2.2,100,3.33,33,1.1,140,,,,,,,,,,,,1,0,0,0,0
325,NSW269332,12,fullLeaf,71,1983,2.2,74,2.47,43,1.43,36,,,,,,,,,,,,1,0,0,0,0
326,NSW269339,6,fullLeaf,81,1984,2.2,86,2.87,35,1.17,33,,,,,,,,,,,,1,0,0,0,0
1039,NSW805321,9,fullLeaf,71,1978,2.2,80,2.67,39,1.3,134,,,,,,,,,,,,1,0,0,0,0
1149,NSW843767,1,fullLeaf,92,1977,2.2,66,2.2,43,1.43,15,,,,,,,,,,,,1,0,0,0,0
200,NSW129635,18,fullLeaf,84,1970,2.19,70,2.33,48,1.6,14,,,,,,,,,,,,1,0,0,0,0
211,NSW129648,9,fullLeaf,89,1972,2.19,72,2.4,42,1.4,0,,,,,,,,,,,,1,0,0,0,0
237,NSW129686,11,fullLeaf,87,1972,2.19,74,2.47,36,1.2,15,,,,,,,,,,,,1,0,0,0,0
285,NSW237729,1,fullLeaf,89,1970,2.19,74,2.47,38,1.27,141,,,,,,,,,,,,1,0,0,0,0
954,NSW668708,4,fullLeaf,91,1972,2.19,86,2.87,41,1.37,16,,,,,,,,,,,,1,0,0,0,0
1059,NSW825303,8,fullLeaf,93,1967,2.19,94,3.13,34,1.13,152,,,,,,,,,,,,1,0,0,0,0
1125,NSW835952,2,fullLeaf,79,1973,2.19,94,3.13,39,1.3,149,,,,,,,,,,,,1,0,0,1,0
1139,NSW837428,4,fullLeaf,91,1971,2.19,82,2.73,33,1.1,1,,,,,,,,,,,,1,0,0,0,0
1149,NSW843767,12,fullLeaf,71,1973,2.19,78,2.6,39,1.3,14,,,,,,,,,,,,1,0,0,0,0
2,NSW103074,17,fullLeaf,78,1965,2.18,80,2.67,40,1.33,116,,,,,,,,,,,,1,0,0,0,0
183,NSW129618,7,fullLeaf,86,1960,2.18,88,2.93,33,1.1,1,,,,,,,,,,,,1,0,0,0,0
195,NSW129630,1,fullLeaf,96,1965,2.18,108,3.6,29,0.97,1,,,,,,,,,,,,1,0,0,0,0
198,NSW129633,26,fullLeaf,73,1962,2.18,94,3.13,36,1.2,0,,,,,,,,,,,,1,0,0,0,0
206,NSW129641,15,fullLeaf,73,1958,2.18,66,2.2,43,1.43,130,,,,,,,,,,,,1,0,0,0,0
247,NSW129713,14,fullLeaf,71,1960,2.18,76,2.53,39,1.3,146,,,,,,,,,,,,1,0,0,0,0
647,NSW528900,9,fullLeaf,74,1963,2.18,96,3.2,33,1.1,7,,,,,,,,,,,,1,0,0,0,0
728,NSW529004,33,fullLeaf,74,1958,2.18,88,2.93,37,1.23,45,,,,,,,,,,,,1,0,0,0,0
1037,NSW805319,4,fullLeaf,74,1962,2.18,72,2.4,39,1.3,136,,,,,,,,,,,,1,0,0,0,0
1124,NSW835756,5,fullLeaf,76,1963,2.18,102,3.4,34,1.13,80,,,,,,,,,,,,1,0,0,0,0
26,NSW129339,5,fullLeaf,70,1950,2.17,100,3.33,31,1.03,3,,,,,,,,,,,,1,0,0,0,0
54,NSW129378,7,fullLeaf,80,1952,2.17,126,4.2,23,0.77,6,,,,,,,,,,,,1,0,0,0,0
191,NSW129626,17,fullLeaf,86,1953,2.17,94,3.13,34,1.13,18,,,,,,,,,,,,1,0,0,0,0
197,NSW129632,3,fullLeaf,94,1954,2.17,98,3.27,32,1.07,6,,,,,,,,,,,,1,0,0,0,0
199,NSW129634,6,fullLeaf,89,1952,2.17,76,2.53,40,1.33,12,,,,,,,,,,,,1,0,0,0,0
237,NSW129686,17,fullLeaf,81,1950,2.17,78,2.6,40,1.33,0,,,,,,,,,,,,1,0,0,0,0
317,NSW269308,13,fullLeaf,72,1957,2.17,66,2.2,44,1.47,114,,,,,,,,,,,,1,0,0,0,0
392,NSW395552,8,fullLeaf,76,1950,2.17,72,2.4,38,1.27,29,,,,,,,,,,,,1,0,0,0,0
407,NSW42224,11,fullLeaf,75,1949,2.17,78,2.6,41,1.37,15,,,,,,,,,,,,1,0,0,0,0
539,NSW528755,11,fullLeaf,73,1951,2.17,84,2.8,38,1.27,16,,,,,,,,,,,,1,0,0,0,0
581,NSW528800,8,fullLeaf,70,1954,2.17,84,2.8,36,1.2,13,,,,,,,,,,,,1,0,0,0,0
728,NSW529004,8,fullLeaf,93,1952,2.17,90,3,34,1.13,10,,,,,,,,,,,,1,0,0,0,0
885,NSW530373,3,fullLeaf,89,1956,2.17,74,2.47,37,1.23,136,,,,,,,,,,,,1,0,0,0,0
1054,NSW821010,16,fullLeaf,87,1955,2.17,68,2.27,38,1.27,138,,,,,,,,,,,,1,0,0,0,0
1128,NSW836082,9,fullLeaf,81,1952,2.17,104,3.47,32,1.07,0,,,,,,,,,,,,1,0,0,0,0
190,NSW129625,2,fullLeaf,94,1943,2.16,88,2.93,35,1.17,143,,,,,,,,,,,,1,0,0,0,0
201,NSW129636,6,fullLeaf,84,1947,2.16,94,3.13,35,1.17,40,,,,,,,,,,,,1,0,0,0,0
236,NSW129685,11,fullLeaf,86,1946,2.16,76,2.53,40,1.33,0,,,,,,,,,,,,1,0,0,0,0
236,NSW129685,14,fullLeaf,85,1945,2.16,98,3.27,35,1.17,20,,,,,,,,,,,,1,0,0,0,0
445,NSW496479,7,fullLeaf,84,1942,2.16,62,2.07,46,1.53,139,,,,,,,,,,,,1,0,0,0,0
744,NSW529022,11,fullLeaf,73,1941,2.16,106,3.53,34,1.13,1,,,,,,,,,,,,1,0,0,0,0
1034,NSW805316,2,fullLeaf,89,1946,2.16,74,2.47,42,1.4,28,,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,6,fullLeaf,82,1933,2.15,72,2.4,38,1.27,7,,,,,,,,,,,,1,0,0,0,0
183,NSW129618,16,fullLeaf,76,1934,2.15,72,2.4,42,1.4,81,,,,,,,,,,,,1,0,0,0,0
