Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication,Catalogue Number,Scientific Name (intepreted),Country - parsed,Latitude - original,Decimal latitude (WGS84),Decimal longitude (WGS84),Coordinate Uncertainty in Metres
1180,NSW930778,1,fullLeaf,95,4538,5.04,112,3.73,58,1.93,127,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,2,fullLeaf,94,4151,4.61,116,3.87,52,1.73,140,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,3,fullLeaf,93,3142,3.49,94,3.13,56,1.87,21,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,4,fullLeaf,90,3737,4.15,98,3.27,52,1.73,64,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,5,fullLeaf,89,6394,7.1,122,4.07,78,2.6,66,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,6,fullLeaf,87,3978,4.42,120,4,52,1.73,46,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,7,fullLeaf,85,6138,6.82,108,3.6,89,2.97,10,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,8,fullLeaf,84,4437,4.93,126,4.2,53,1.77,0,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,9,fullLeaf,83,5924,6.58,146,4.87,68,2.27,37,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,10,fullLeaf,77,5714,6.35,112,3.73,73,2.43,47,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,11,fullLeaf,76,2458,2.73,94,3.13,39,1.3,113,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,12,fullLeaf,74,2420,2.69,96,3.2,38,1.27,5,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1180,NSW930778,13,fullLeaf,70,3713,4.13,120,4,52,1.73,0,,,,,,,,,,,0,0,0,0,0,NSW930778,Syzygium australe,Australia,-28.42,-28.42,153.08,1000
1181,NSW930783,1,fullLeaf,98,11789,13.1,194,6.47,90,3,26,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1181,NSW930783,2,fullLeaf,92,7402,8.22,152,5.07,82,2.73,158,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1181,NSW930783,3,fullLeaf,91,9654,10.73,174,5.8,78,2.6,1,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1181,NSW930783,4,fullLeaf,87,16539,18.38,226,7.53,111,3.7,105,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1181,NSW930783,5,fullLeaf,86,8696,9.66,166,5.53,77,2.57,114,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1181,NSW930783,6,fullLeaf,84,9187,10.21,160,5.33,80,2.67,7,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1181,NSW930783,7,fullLeaf,81,16163,17.96,208,6.93,111,3.7,47,,,,,,,,,,,0,0,0,0,0,NSW930783,Syzygium erythrodoxum,Australia,-17.08,-17.08,145.87,
1182,NSW930796,1,fullLeaf,97,4746,5.27,120,4,63,2.1,22,,,,,,,,,,,0,0,0,0,0,NSW930796,Syzygium resa,Australia,-20.83,-20.83,148.5,1000
1182,NSW930796,2,fullLeaf,88,6070,6.74,154,5.13,60,2,13,,,,,,,,,,,0,0,0,0,0,NSW930796,Syzygium resa,Australia,-20.83,-20.83,148.5,1000
1182,NSW930796,3,fullLeaf,83,4836,5.37,132,4.4,55,1.83,130,,,,,,,,,,,0,0,0,0,0,NSW930796,Syzygium resa,Australia,-20.83,-20.83,148.5,1000
1182,NSW930796,4,fullLeaf,77,2884,3.2,100,3.33,42,1.4,7,,,,,,,,,,,0,0,0,0,0,NSW930796,Syzygium resa,Australia,-20.83,-20.83,148.5,1000
1182,NSW930796,5,fullLeaf,77,3784,4.2,158,5.27,43,1.43,5,,,,,,,,,,,0,0,0,0,0,NSW930796,Syzygium resa,Australia,-20.83,-20.83,148.5,1000
1183,NSW930805,1,fullLeaf,98,7449,8.28,166,5.53,71,2.37,24,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,2,fullLeaf,96,9895,10.99,196,6.53,83,2.77,28,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,3,fullLeaf,96,21646,24.05,262,8.73,120,4,117,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,4,fullLeaf,93,7600,8.44,172,5.73,68,2.27,125,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,5,fullLeaf,92,11775,13.08,184,6.13,90,3,99,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,6,fullLeaf,88,15488,17.21,202,6.73,113,3.77,149,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,7,fullLeaf,84,7740,8.6,178,5.93,68,2.27,96,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,8,fullLeaf,80,3654,4.06,96,3.2,58,1.93,0,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,9,fullLeaf,74,7318,8.13,166,5.53,65,2.17,100,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1183,NSW930805,10,fullLeaf,72,5004,5.56,120,4,71,2.37,135,,,,,,,,,,,0,0,0,0,0,NSW930805,Syzygium,Australia,-26,-26,153.08,
1184,NSW930918,1,fullLeaf,91,3737,4.15,146,4.87,36,1.2,123,,,,,,,,,,,0,0,0,0,0,NSW930918,Syzygium eucalyptoides,Australia,-15.9103,-15.9103,143.5558,50
1184,NSW930918,2,fullLeaf,90,2510,2.79,118,3.93,31,1.03,146,,,,,,,,,,,0,0,0,0,0,NSW930918,Syzygium eucalyptoides,Australia,-15.9103,-15.9103,143.5558,50
1184,NSW930918,3,fullLeaf,90,3160,3.51,138,4.6,42,1.4,19,,,,,,,,,,,0,0,0,0,0,NSW930918,Syzygium eucalyptoides,Australia,-15.9103,-15.9103,143.5558,50
1184,NSW930918,4,fullLeaf,87,3079,3.42,150,5,46,1.53,0,,,,,,,,,,,0,0,0,0,0,NSW930918,Syzygium eucalyptoides,Australia,-15.9103,-15.9103,143.5558,50
1184,NSW930918,5,fullLeaf,84,2923,3.25,94,3.13,26,0.87,0,,,,,,,,,,,0,0,0,0,0,NSW930918,Syzygium eucalyptoides,Australia,-15.9103,-15.9103,143.5558,50
1184,NSW930918,6,fullLeaf,73,3929,4.37,166,5.53,41,1.37,20,,,,,,,,,,,0,0,0,0,0,NSW930918,Syzygium eucalyptoides,Australia,-15.9103,-15.9103,143.5558,50
1186,NSW931006,3,fullLeaf,94,13119,14.58,196,6.53,93,3.1,161,,,,,,,,,,,0,0,0,1,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
1186,NSW931006,5,fullLeaf,88,10956,12.17,164,5.47,101,3.37,14,,,,,,,,,,,0,0,0,1,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
1186,NSW931006,8,fullLeaf,79,15233,16.93,224,7.47,97,3.23,122,,,,,,,,,,,1,0,0,1,0,NSW931006,Syzygium,Papua New Guinea,-9.46127,-9.46127,147.645,
1187,NSW931026,1,fullLeaf,92,12456,13.84,296,9.87,64,2.13,148,,,,,,,,,,,0,0,0,0,0,NSW931026,Syzygium,Papua New Guinea,-9.46517,-9.46517,147.642,
1187,NSW931026,2,fullLeaf,91,6417,7.13,202,6.73,55,1.83,66,,,,,,,,,,,0,0,0,0,0,NSW931026,Syzygium,Papua New Guinea,-9.46517,-9.46517,147.642,
1187,NSW931026,3,fullLeaf,79,9245,10.27,252,8.4,53,1.77,139,,,,,,,,,,,0,0,0,0,0,NSW931026,Syzygium,Papua New Guinea,-9.46517,-9.46517,147.642,
1187,NSW931026,4,fullLeaf,72,5008,5.56,196,6.53,54,1.8,32,,,,,,,,,,,0,0,0,0,0,NSW931026,Syzygium,Papua New Guinea,-9.46517,-9.46517,147.642,
1187,NSW931026,5,fullLeaf,70,16908,18.79,306,10.2,84,2.8,90,,,,,,,,,,,0,0,0,0,0,NSW931026,Syzygium,Papua New Guinea,-9.46517,-9.46517,147.642,
1188,NSW931034,1,fullLeaf,98,18832,20.92,268,8.93,101,3.37,139,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1188,NSW931034,2,fullLeaf,97,6951,7.72,172,5.73,55,1.83,16,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1188,NSW931034,3,fullLeaf,93,4327,4.81,134,4.47,52,1.73,33,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1188,NSW931034,4,fullLeaf,83,16577,18.42,286,9.53,92,3.07,15,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1188,NSW931034,5,fullLeaf,78,2508,2.79,100,3.33,33,1.1,1,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1188,NSW931034,6,fullLeaf,74,7798,8.66,194,6.47,61,2.03,8,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1188,NSW931034,7,fullLeaf,72,7698,8.55,176,5.87,62,2.07,100,,,,,,,,,,,0,0,0,0,0,NSW931034,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1189,NSW931037,1,fullLeaf,87,30625,34.03,434,14.47,119,3.97,17,,,,,,,,,,,0,0,0,0,0,NSW931037,Syzygium,Papua New Guinea,-4.65,-4.65,142.733,
1189,NSW931037,2,fullLeaf,87,18395,20.44,322,10.73,104,3.47,14,,,,,,,,,,,0,0,0,0,0,NSW931037,Syzygium,Papua New Guinea,-4.65,-4.65,142.733,
1189,NSW931037,3,fullLeaf,86,24041,26.71,350,11.67,101,3.37,56,,,,,,,,,,,0,0,0,0,0,NSW931037,Syzygium,Papua New Guinea,-4.65,-4.65,142.733,
1189,NSW931037,4,fullLeaf,80,6015,6.68,180,6,58,1.93,95,,,,,,,,,,,0,0,0,0,0,NSW931037,Syzygium,Papua New Guinea,-4.65,-4.65,142.733,
1190,NSW931038,1,fullLeaf,98,47177,52.42,406,13.53,178,5.93,164,,,,,,,,,,,0,0,0,0,0,NSW931038,Syzygium,Papua New Guinea,-4.48333,-4.48333,142.683,
1190,NSW931038,2,fullLeaf,83,113956,126.62,610,20.33,259,8.63,110,,,,,,,,,,,0,0,0,0,0,NSW931038,Syzygium,Papua New Guinea,-4.48333,-4.48333,142.683,
1190,NSW931038,3,fullLeaf,80,69849,77.61,502,16.73,200,6.67,154,,,,,,,,,,,0,0,0,0,0,NSW931038,Syzygium,Papua New Guinea,-4.48333,-4.48333,142.683,
1191,NSW931039,1,fullLeaf,98,39087,43.43,442,14.73,134,4.47,130,,,,,,,,,,,0,0,0,0,0,NSW931039,Syzygium,Papua New Guinea,-4.46667,-4.46667,142.717,
1191,NSW931039,2,fullLeaf,97,24716,27.46,360,12,99,3.3,18,,,,,,,,,,,0,0,0,0,0,NSW931039,Syzygium,Papua New Guinea,-4.46667,-4.46667,142.717,
1191,NSW931039,3,fullLeaf,97,28640,31.82,298,9.93,127,4.23,147,,,,,,,,,,,0,0,0,0,0,NSW931039,Syzygium,Papua New Guinea,-4.46667,-4.46667,142.717,
1191,NSW931039,4,fullLeaf,94,18814,20.9,276,9.2,104,3.47,16,,,,,,,,,,,0,0,0,0,0,NSW931039,Syzygium,Papua New Guinea,-4.46667,-4.46667,142.717,
1193,NSW931042,1,fullLeaf,97,45227,50.25,330,11,190,6.33,21,,,,,,,,,,,0,0,0,0,0,NSW931042,Syzygium sayeri,Papua New Guinea,-4.46667,-4.46667,142.717,
1193,NSW931042,2,fullLeaf,94,83502,92.78,442,14.73,252,8.4,16,,,,,,,,,,,0,0,0,0,0,NSW931042,Syzygium sayeri,Papua New Guinea,-4.46667,-4.46667,142.717,
1193,NSW931042,3,fullLeaf,93,59865,66.52,400,13.33,217,7.23,138,,,,,,,,,,,0,0,0,0,0,NSW931042,Syzygium sayeri,Papua New Guinea,-4.46667,-4.46667,142.717,
1193,NSW931042,4,fullLeaf,89,25718,28.58,326,10.87,117,3.9,20,,,,,,,,,,,0,0,0,0,0,NSW931042,Syzygium sayeri,Papua New Guinea,-4.46667,-4.46667,142.717,
1193,NSW931042,5,fullLeaf,88,37957,42.17,330,11,192,6.4,127,,,,,,,,,,,0,0,0,0,0,NSW931042,Syzygium sayeri,Papua New Guinea,-4.46667,-4.46667,142.717,
1194,NSW931043,1,fullLeaf,78,7871,8.75,170,5.67,76,2.53,70,,,,,,,,,,,0,0,0,0,0,NSW931043,Syzygium,Papua New Guinea,-4.56667,-4.56667,142.583,
1194,NSW931043,2,fullLeaf,77,4534,5.04,166,5.53,44,1.47,80,,,,,,,,,,,0,0,0,0,0,NSW931043,Syzygium,Papua New Guinea,-4.56667,-4.56667,142.583,
1194,NSW931043,3,fullLeaf,70,16262,18.07,316,10.53,85,2.83,128,,,,,,,,,,,0,0,0,0,0,NSW931043,Syzygium,Papua New Guinea,-4.56667,-4.56667,142.583,
1195,NSW931048,1,fullLeaf,97,11302,12.56,238,7.93,68,2.27,1,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,2,fullLeaf,97,18637,20.71,262,8.73,106,3.53,121,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,3,fullLeaf,95,6017,6.69,148,4.93,59,1.97,1,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,4,fullLeaf,95,5234,5.82,140,4.67,55,1.83,0,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,5,fullLeaf,94,3821,4.25,140,4.67,48,1.6,97,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,6,fullLeaf,93,4567,5.07,138,4.6,48,1.6,0,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,7,fullLeaf,93,14427,16.03,264,8.8,83,2.77,109,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,8,fullLeaf,92,3429,3.81,98,3.27,53,1.77,6,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,9,fullLeaf,89,4201,4.67,138,4.6,51,1.7,115,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,10,fullLeaf,89,3490,3.88,110,3.67,45,1.5,36,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,11,fullLeaf,87,6731,7.48,156,5.2,62,2.07,114,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,12,fullLeaf,86,5990,6.66,156,5.2,54,1.8,28,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,13,fullLeaf,84,1423,1.58,80,2.67,29,0.97,45,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,14,fullLeaf,84,3718,4.13,182,6.07,50,1.67,1,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,15,fullLeaf,83,4877,5.42,120,4,52,1.73,142,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,16,fullLeaf,79,4825,5.36,158,5.27,54,1.8,1,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,17,fullLeaf,77,2232,2.48,92,3.07,40,1.33,18,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1195,NSW931048,18,fullLeaf,72,2212,2.46,90,3,38,1.27,25,,,,,,,,,,,0,0,0,0,0,NSW931048,Syzygium,Papua New Guinea,-4.43333,-4.43333,142.733,
1197,NSW933438,1,fullLeaf,95,5368,5.96,134,4.47,63,2.1,18,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,2,fullLeaf,95,4668,5.19,134,4.47,55,1.83,6,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,3,fullLeaf,93,4641,5.16,114,3.8,62,2.07,22,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,4,fullLeaf,91,5381,5.98,142,4.73,63,2.1,4,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,5,fullLeaf,87,4790,5.32,124,4.13,64,2.13,0,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,6,fullLeaf,86,2333,2.59,90,3,46,1.53,14,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,7,fullLeaf,81,6277,6.97,124,4.13,76,2.53,105,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,8,fullLeaf,81,3848,4.28,106,3.53,52,1.73,0,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,9,fullLeaf,79,4605,5.12,118,3.93,57,1.9,134,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,10,fullLeaf,77,7380,8.2,164,5.47,78,2.6,75,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,11,fullLeaf,74,5393,5.99,120,4,72,2.4,166,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,12,fullLeaf,70,4290,4.77,102,3.4,68,2.27,144,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1197,NSW933438,13,fullLeaf,70,3807,4.23,122,4.07,65,2.17,125,,,,,,,,,,,0,0,0,0,0,NSW933438,Syzygium canicortex,Australia,-17.1192,-17.1192,145.6314,50
1198,NSW933577,1,fullLeaf,91,27558,30.62,262,8.73,145,4.83,0,,,,,,,,,,,0,0,0,0,0,NSW933577,Syzygium amplum,Papua New Guinea,-6.63,-6.63,147,
1198,NSW933577,2,fullLeaf,85,31741,35.27,270,9,177,5.9,47,,,,,,,,,,,0,0,0,0,0,NSW933577,Syzygium amplum,Papua New Guinea,-6.63,-6.63,147,
1199,NSW933602,1,fullLeaf,98,23089,25.65,234,7.8,128,4.27,25,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,2,fullLeaf,98,18945,21.05,252,8.4,110,3.67,158,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,3,fullLeaf,92,46359,51.51,288,9.6,234,7.8,134,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,4,fullLeaf,90,15512,17.24,210,7,110,3.67,127,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,5,fullLeaf,86,28723,31.91,270,9,137,4.57,144,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,6,fullLeaf,81,22125,24.58,244,8.13,128,4.27,36,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,7,fullLeaf,80,29986,33.32,292,9.73,147,4.9,146,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1199,NSW933602,8,fullLeaf,71,34106,37.9,322,10.73,151,5.03,0,,,,,,,,,,,0,0,0,0,0,NSW933602,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1200,NSW933630,1,fullLeaf,75,87530,97.26,522,17.4,268,8.93,120,,,,,,,,,,,0,0,0,0,0,NSW933630,Syzygium,Papua New Guinea,-6.75,-6.75,146.75,
1201,NSW933949,1,fullLeaf,96,4343,4.83,126,4.2,52,1.73,148,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,2,fullLeaf,95,2827,3.14,108,3.6,39,1.3,1,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,3,fullLeaf,94,4071,4.52,110,3.67,55,1.83,1,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,4,fullLeaf,92,3430,3.81,118,3.93,45,1.5,116,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,5,fullLeaf,90,2138,2.38,84,2.8,42,1.4,50,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,6,fullLeaf,89,3431,3.81,116,3.87,49,1.63,147,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,7,fullLeaf,88,4157,4.62,106,3.53,61,2.03,66,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,8,fullLeaf,85,2830,3.14,106,3.53,47,1.57,134,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,9,fullLeaf,85,2889,3.21,104,3.47,44,1.47,119,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,10,fullLeaf,80,2493,2.77,94,3.13,46,1.53,62,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,11,fullLeaf,76,2593,2.88,88,2.93,42,1.4,31,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1201,NSW933949,12,fullLeaf,73,3820,4.24,96,3.2,54,1.8,0,,,,,,,,,,,0,0,0,0,0,NSW933949,Syzygium australe,Australia,-32.1294,-32.1294,151.4733,50
1202,NSW934163,1,fullLeaf,75,136298,151.44,632,21.07,299,9.97,18,,,,,,,,,,,0,0,0,0,0,NSW934163,Syzygium,Papua New Guinea,-7.93186,-7.93186,147.04,
1204,NSW934177,1,fullLeaf,95,8184,9.09,176,5.87,64,2.13,1,,,,,,,,,,,0,0,0,0,0,NSW934177,Syzygium,Papua New Guinea,-9.46485,-9.46485,147.648,
1204,NSW934177,2,fullLeaf,93,6757,7.51,164,5.47,60,2,47,,,,,,,,,,,0,0,0,0,0,NSW934177,Syzygium,Papua New Guinea,-9.46485,-9.46485,147.648,
1204,NSW934177,3,fullLeaf,83,3980,4.42,118,3.93,53,1.77,33,,,,,,,,,,,0,0,0,0,0,NSW934177,Syzygium,Papua New Guinea,-9.46485,-9.46485,147.648,
1204,NSW934177,4,fullLeaf,72,6118,6.8,160,5.33,59,1.97,99,,,,,,,,,,,0,0,0,0,0,NSW934177,Syzygium,Papua New Guinea,-9.46485,-9.46485,147.648,
1204,NSW934177,5,fullLeaf,71,8756,9.73,152,5.07,87,2.9,77,,,,,,,,,,,0,0,0,0,0,NSW934177,Syzygium,Papua New Guinea,-9.46485,-9.46485,147.648,
1206,NSW934190,1,fullLeaf,96,11919,13.24,220,7.33,83,2.77,104,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
1206,NSW934190,2,fullLeaf,94,14712,16.35,226,7.53,90,3,60,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
1206,NSW934190,3,fullLeaf,92,11457,12.73,248,8.27,77,2.57,109,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
1206,NSW934190,4,fullLeaf,88,13534,15.04,264,8.8,84,2.8,48,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
1206,NSW934190,5,fullLeaf,85,17404,19.34,256,8.53,100,3.33,47,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
